Unnamed: 0.2,id,release_date,original_title,title,collection,collection_id,Wikipedia movie ID
1422,26953,1989-10-12,Puppet Master,Puppet Master,Puppet Master Collection,107949,1347325
1423,9873,1986-02-07,F/X,F/X,F/X Collection,171439,171612
1424,16820,1991-04-16,F/X2,F/X2,F/X Collection,171439,5630975
1425,28624,1999-10-05,Embrace the Darkness,Embrace the Darkness,Embrace the Darkness Collection,896435,357479
1426,28625,2002-01-22,Embrace the Darkness II,Embrace the Darkness II,Embrace the Darkness Collection,896435,479757
1427,28626,2002-09-17,Embrace the Darkness III,Embrace the Darkness III,Embrace the Darkness Collection,896435,357479
1428,2459,1976-09-22,Un éléphant ça trompe énormément,Pardon Mon Affaire,Un éléphant ça trompe énormément,351667,11441669
1429,40585,1977-11-09,Nous irons tous au paradis,We Will All Meet in Paradise,Un éléphant ça trompe énormément,351667,3201938
1430,38682,1952-05-09,The Battle at Apache Pass,The Battle at Apache Pass,Cochise Collection,495027,20238479
1431,81417,1954-02-18,"Taza, Son of Cochise","Taza, Son of Cochise",Cochise Collection,495027,4717779
1432,48314,2002-12-30,Scarecrow,Scarecrow,Scarecrow Collection,419257,5117656
1433,63382,2003-08-12,Scarecrow Slayer,Scarecrow Slayer,Scarecrow Collection,419257,16668626
1434,103437,2004-06-15,Scarecrow Gone Wild,Scarecrow Gone Wild,Scarecrow Collection,419257,2894585
1435,24382,1958-07-26,I soliti ignoti,Big Deal on Madonna Street,The Usual Suspects Collection,656828,438356
1436,42083,1984-11-30,Bedroom Eyes,Bedroom Eyes,Bedroom Eyes,1275328,24367337
1437,25284,1994-05-26,The Last Seduction,The Last Seduction,The Last Seduction Collection,1154497,20700559
1438,966,1960-10-12,The Magnificent Seven,The Magnificent Seven,The Magnificent Seven Collection,110021,31556
1439,43417,1972-08-01,The Magnificent Seven Ride!,The Magnificent Seven Ride!,The Magnificent Seven Collection,110021,5744612
1440,12639,1966-10-19,Return of the Seven,Return of the Seven,The Magnificent Seven Collection,110021,3733842
1441,30666,1989-11-03,Stepfather 2,Stepfather 2,The Stepfather Collection,138706,4343497
1442,61964,1992-06-04,Stepfather 3,Stepfather 3,The Stepfather Collection,138706,4343497
1443,74747,1987-09-11,The Curse,The Curse,The Curse Collection (1987-1991),744915,26003401
1444,109565,1988-05-14,Catacombs,Catacombs,The Curse Collection (1987-1991),744915,37295026
1445,9062,1970-12-16,Love Story,Love Story,Love Story Collection,1156569,99461
1446,163631,1978-12-15,Oliver's Story,Oliver's Story,Love Story Collection,1156569,1075228
1447,43829,1939-01-14,Jesse James,Jesse James,James Brothers Collection,493022,2371912
1448,43821,1940-08-10,The Return of Frank James,The Return of Frank James,James Brothers Collection,493022,1259785
1449,31217,1959-01-15,人間の條件　第１部純愛篇／第２部激怒篇,The Human Condition I: No Greater Love,The Human Condition Collection,85473,1343342
1450,34528,1959-11-20,人間の條件　第３部望郷篇／第４部戦雲篇,The Human Condition II: Road to Eternity,The Human Condition Collection,85473,1556356
1451,34530,1961-01-28,人間の條件　完結篇,The Human Condition III: A Soldier's Prayer,The Human Condition Collection,85473,1556356
1452,11202,1970-01-25,Patton,Patton,Patton Collection,609766,99454
1453,9942,1989-02-16,Major League,Major League,Major League Collection,97771,685987
1454,11067,1994-03-30,Major League II,Major League II,Major League Collection,97771,3494676
1455,9771,1998-04-17,Major League: Back to the Minors,Major League: Back to the Minors,Major League Collection,97771,4559105
1456,26847,2006-12-10,Santa Baby,Santa Baby,Santa Baby Collection,134635,14284023
1457,42673,2009-12-13,Santa Baby 2,Santa Baby 2,Santa Baby Collection,134635,22461941
1458,11342,1989-06-01,Warlock,Warlock,Warlock Collection,87536,2408687
1459,148980,1978-09-16,Battlestar Galactica,Battlestar Galactica,Battlestar Galactica (Original) Collection,284151,3604689
1460,9640,1979-08-09,Mission Galactica: The Cylon Attack,Mission Galactica: The Cylon Attack,Battlestar Galactica (Original) Collection,284151,99053
1461,65288,1980-12-31,Conquest of the Earth,Conquest of the Earth,Battlestar Galactica (Original) Collection,284151,516463
1462,687064,2003-01-01,Thong Girl,Thong Girl,Thong Girl Collection,1003007,468353
1463,687065,2004-01-01,Thong Girl 2: The Return of the Thong,Thong Girl 2: The Return of the Thong,Thong Girl Collection,1003007,1475497
1464,796446,2007-07-07,Thong Girl 3: Revenge of the Dark Widow,Thong Girl 3: Revenge of the Dark Widow,Thong Girl Collection,1003007,13989611
1465,676483,2014-08-26,Thong Girl Vs Xolta from Outer Space,Thong Girl Vs Xolta from Outer Space,Thong Girl Collection,1003007,25947340
1466,527,1994-09-02,Once Were Warriors,Once Were Warriors,Once Were Warriors Collection,300546,10989569
1467,13893,1999-05-27,What Becomes of the Broken Hearted?,What Becomes of the Broken Hearted?,Once Were Warriors Collection,300546,7579751
1468,86190,1976-04-30,Adventures of a Taxi Driver,Adventures of a Taxi Driver,Adventures of a Collection,329220,30000
1469,86188,1977-03-04,Adventures of a Private Eye,Adventures of a Private Eye,Adventures of a Collection,329220,18885178
1470,86185,1978-07-01,Adventures of a Plumber's Mate,Adventures of a Plumber's Mate,Adventures of a Collection,329220,24203458
1471,4488,1980-05-09,Friday the 13th,Friday the 13th,Friday the 13th Collection,9735,168958
1472,9728,1982-08-13,Friday the 13th Part III,Friday the 13th Part III,Friday the 13th Collection,9735,2317340
1473,9730,1984-04-13,Friday the 13th: The Final Chapter,Friday the 13th: The Final Chapter,Friday the 13th Collection,9735,2546429
1474,9731,1985-03-22,Friday the 13th: A New Beginning,Friday the 13th: A New Beginning,Friday the 13th Collection,9735,2328364
1475,10225,1986-08-01,Friday the 13th Part VI: Jason Lives,Friday the 13th Part VI: Jason Lives,Friday the 13th Collection,9735,2313660
1476,10281,1988-05-13,Friday the 13th Part VII: The New Blood,Friday the 13th Part VII: The New Blood,Friday the 13th Collection,9735,2546472
1477,10283,1989-07-28,Friday the 13th Part VIII: Jason Takes Manhattan,Friday the 13th Part VIII: Jason Takes Manhattan,Friday the 13th Collection,9735,2351932
1478,10285,1993-08-13,Jason Goes to Hell: The Final Friday,Jason Goes to Hell: The Final Friday,Friday the 13th Collection,9735,2375811
1479,11470,2001-11-09,Jason X,Jason X,Friday the 13th Collection,9735,2269465
1480,6466,2003-08-15,Freddy vs. Jason,Freddy vs. Jason,Friday the 13th Collection,9735,5654213
1481,777733,2009-03-13,Vampire City,Vampire City,Vampire City,777742,14421091
1482,777739,2009-10-31,Vampire City 2: Rock 'N Roll Zombies from Outer Space,Vampire City 2: Rock 'N Roll Zombies from Outer Space,Vampire City,777742,1105820
1483,813,1980-07-02,Airplane!,Airplane!,Airplane Collection,91663,46505
1484,2665,1982-12-10,Airplane II: The Sequel,Airplane II: The Sequel,Airplane Collection,91663,1763713
1485,1979,2007-06-13,Fantastic Four: Rise of the Silver Surfer,Fantastic Four: Rise of the Silver Surfer,Fantastic Four Collection,9744,3654271
1486,3597,1997-10-17,I Know What You Did Last Summer,I Know What You Did Last Summer,I Know What You Did Last Summer Collection,3601,255049
1487,3600,1998-11-13,I Still Know What You Did Last Summer,I Still Know What You Did Last Summer,I Know What You Did Last Summer Collection,3601,657797
1488,3602,2006-06-24,I'll Always Know What You Did Last Summer,I'll Always Know What You Did Last Summer,I Know What You Did Last Summer Collection,3601,4333214
1489,1083433,2025-07-16,I Know What You Did Last Summer,I Know What You Did Last Summer,I Know What You Did Last Summer Collection,3601,255049
1490,16441,1982-08-16,The Beastmaster,The Beastmaster,The Beastmaster Collection,106000,490979
1491,27549,1991-06-08,Beastmaster 2: Through the Portal of Time,Beastmaster 2: Through the Portal of Time,The Beastmaster Collection,106000,24416479
1492,36291,1996-05-24,Beastmaster III: The Eye of Braxus,Beastmaster III: The Eye of Braxus,The Beastmaster Collection,106000,27277176
1493,274,1991-02-14,The Silence of the Lambs,The Silence of the Lambs,The Hannibal Lecter Collection,9743,30006
1494,9533,2002-10-02,Red Dragon,Red Dragon,The Hannibal Lecter Collection,9743,698242
1495,9740,2001-02-08,Hannibal,Hannibal,The Hannibal Lecter Collection,9743,623452
1496,28218,1987-06-03,Deathstalker II,Deathstalker II,Deathstalker Collection,48655,12034233
1497,47360,1988-01-01,Deathstalker and the Warriors from Hell,Deathstalker and the Warriors from Hell,Deathstalker Collection,48655,4034973
1498,47363,1991-07-13,Deathstalker IV: Match of Titans,Deathstalker IV: Match of Titans,Deathstalker Collection,48655,31441995
1499,15895,1983-09-02,Deathstalker,Deathstalker,Deathstalker Collection,48655,12234690
1500,261531,1952-10-26,Kanun Namına,In the Name of the Law,Kanun Namına [Seri],493077,51078916
1501,493073,1972-09-17,Yirmi Yıl Sonra,Twenty Years Later,Kanun Namına [Seri],493077,585824
1504,551,1972-12-01,The Poseidon Adventure,The Poseidon Adventure,The Poseidon Adventure Collection,372257,511228
1505,31638,1979-05-18,Beyond the Poseidon Adventure,Beyond the Poseidon Adventure,The Poseidon Adventure Collection,372257,2900798
1506,562,1988-07-15,Die Hard,Die Hard,Die Hard Collection,1570,97646
1507,1571,2007-06-20,Live Free or Die Hard,Live Free or Die Hard,Die Hard Collection,1570,17588900
1508,1572,1995-05-19,Die Hard: With a Vengeance,Die Hard: With a Vengeance,Die Hard Collection,1570,77715341
1509,1573,1990-07-03,Die Hard 2,Die Hard 2,Die Hard Collection,1570,433824
1510,47964,2013-02-06,A Good Day to Die Hard,A Good Day to Die Hard,Die Hard Collection,1570,34228306
1511,53150,1989-05-05,C.H.U.D. II: Bud the Chud,C.H.U.D. II: Bud the Chud,C.H.U.D. Collection,257571,4255260
1512,118572,1991-06-18,La venganza de los punks,Vengeance of the Punks,Intrépidos punks Collection,1066532,2390326
1513,3687,1974-07-30,Flesh Gordon,Flesh Gordon,Flesh Gordon Collection,314917,2493454
1514,3688,1990-07-11,Flesh Gordon Meets the Cosmic Cheerleaders,Flesh Gordon Meets the Cosmic Cheerleaders,Flesh Gordon Collection,314917,2941342
1515,11822,1988-01-29,Nekromantik,Nekromantik,Nekromantik Collection,173628,1012024
1516,48636,1991-05-07,Nekromantik 2,Nekromantik 2,Nekromantik Collection,173628,17477511
1517,17984,1961-03-16,The Absent-Minded Professor,The Absent-Minded Professor,Flubber Collection,294468,61853742
1518,19762,1963-01-16,Son of Flubber,Son of Flubber,Flubber Collection,294468,171695
1519,36573,1988-11-10,The Dirty Dozen: The Fatal Mission,The Dirty Dozen: The Fatal Mission,The Dirty Dozen Collection,124492,25725655
1520,36571,1985-02-04,The Dirty Dozen: Next Mission,The Dirty Dozen: Next Mission,The Dirty Dozen Collection,124492,23913058
1521,36572,1987-03-01,The Dirty Dozen: The Deadly Mission,The Dirty Dozen: The Deadly Mission,The Dirty Dozen Collection,124492,25649956
1522,50549,1952-05-02,Belles on Their Toes,Belles on Their Toes,Cheaper by the Dozen (1950) Collection,730700,18586588
1523,289920,1984-12-25,"Shake, Rattle & Roll","Shake, Rattle & Roll","Shake, Rattle & Roll Collection",527950,35826303
1524,278311,1990-12-25,"Shake, Rattle & Roll II","Shake, Rattle & Roll II","Shake, Rattle & Roll Collection",527950,37215759
1525,278327,1991-12-25,"Shake, Rattle & Roll III","Shake, Rattle & Roll III","Shake, Rattle & Roll Collection",527950,37216104
1526,278336,1994-12-25,"Shake, Rattle & Roll V","Shake, Rattle & Roll V","Shake, Rattle & Roll Collection",527950,3865389
1527,348298,1997-12-25,"Shake, Rattle & Roll VI","Shake, Rattle & Roll VI","Shake, Rattle & Roll Collection",527950,37216526
1528,319565,2005-12-25,Shake Rattle & Roll 2k5,Shake Rattle & Roll 2k5,"Shake, Rattle & Roll Collection",527950,8339172
1529,355673,2006-12-25,"Shake, Rattle & Roll 8","Shake, Rattle & Roll 8","Shake, Rattle & Roll Collection",527950,8589723
1530,309760,2007-12-25,"Shake, Rattle and Roll 9","Shake, Rattle and Roll 9","Shake, Rattle & Roll Collection",527950,14832115
1531,58672,2010-12-25,"Shake, Rattle & Roll XII","Shake, Rattle and Roll 12","Shake, Rattle & Roll Collection",527950,30232295
1532,100439,2011-12-25,"Shake, Rattle & Roll 13","Shake, Rattle & Roll 13","Shake, Rattle & Roll Collection",527950,33931331
1533,174823,2012-12-24,Shake Rattle and Roll Fourteen: The Invasion,Shake Rattle and Roll Fourteen: The Invasion,"Shake, Rattle & Roll Collection",527950,36877873
1534,58670,2009-12-25,"Shake, Rattle & Roll 11","Shake, Rattle & Roll 11","Shake, Rattle & Roll Collection",527950,25431279
1535,1180282,2023-11-29,"Shake, Rattle & Roll Extreme","Shake, Rattle & Roll Extreme","Shake, Rattle & Roll Collection",527950,75179846
1536,2926,1973-12-11,The Three Musketeers,The Three Musketeers,The Musketeers Collection,87631,4316523
1537,12310,1974-10-31,The Four Musketeers,The Four Musketeers,The Musketeers Collection,87631,4968653
1538,41946,1989-04-12,The Return of the Musketeers,The Return of the Musketeers,The Musketeers Collection,87631,4969126
1539,352709,2002-12-25,Mano Po,Mano Po,Mano Po Collection,527954,25417587
1540,349388,2003-12-25,Mano Po 2: My Home,Mano Po 2: My Home,Mano Po Collection,527954,15979638
1541,430208,2016-12-14,Mano Po 7: Chinoy,Mano Po 7: Chinoy,Mano Po Collection,527954,51693324
1542,34458,2009-12-25,Mano Po 6: A Mother's Love,Mano Po 6: A Mother's Love,Mano Po Collection,527954,25292924
1543,115418,1995-07-28,Black Fox,Black Fox,Black Fox Collection,665170,84462
1544,611559,1995-08-11,Black Fox: Good Men and Bad,Black Fox: Good Men and Bad,Black Fox Collection,665170,24480838
1545,28719,1966-04-17,大魔神,Daimajin,Daimajin Trilogy,245334,13617351
1546,28857,1966-08-13,大魔神怒る,Return of Giant Majin,Daimajin Trilogy,245334,13617351
1547,28856,1966-12-10,大魔神逆襲,Wrath of Daimajin,Daimajin Trilogy,245334,171690
1548,496263,1991-12-25,"Okay ka, Fairy ko!","Okay ka, Fairy ko!",Enteng Kabisote Collection,527958,8608073
1549,497480,1992-12-25,"Okay ka, Fairy ko! Part 2","Okay ka, Fairy ko! Part 2",Enteng Kabisote Collection,527958,74284102
1550,57556,2010-12-25,Si Agimat at si Enteng Kabisote,Si Agimat at si Enteng Kabisote,Enteng Kabisote Collection,527958,29783580
1551,85786,2011-12-25,Enteng ng Ina Mo,Enteng ng Ina Mo,Enteng Kabisote Collection,527958,33729909
1552,333020,2004-12-25,"Enteng Kabisote: Okay ka, Fairy ko... The Legend","Enteng Kabisote: Okay ka, Fairy ko... The Legend",Enteng Kabisote Collection,527958,14780376
1553,274738,2007-12-25,"Enteng Kabisote 4: Okay ka, Fairy ko... The Beginning of the Legend","Enteng Kabisote 4: Okay ka, Fairy ko... The Beginning of the Legend",Enteng Kabisote Collection,527958,14899951
1554,309652,2006-12-25,"Enteng Kabisote 3: Okay ka, Fairy ko... The Legend Goes on and on and On","Enteng Kabisote 3: Okay ka, Fairy ko... The Legend Goes on and on and On",Enteng Kabisote Collection,527958,14780621
1555,9312,1995-08-18,Mortal Kombat,Mortal Kombat,Mortal Kombat Collection,9818,983044
1556,9823,1997-11-11,Mortal Kombat: Annihilation,Mortal Kombat: Annihilation,Mortal Kombat Collection,9818,485540
1557,33701,1979-11-22,Les Bronzés font du ski,French Fried Vacation 2,French Fried Vacation,52835,20271784
1558,21435,2006-02-01,Les Bronzés 3 : Amis pour la vie,French Fried Vacations 3: Friends Forever,French Fried Vacation,52835,23891073
1559,16562,1992-03-27,The Cutting Edge,The Cutting Edge,The Cutting Edge Collection,110179,63770447
1560,14872,2006-02-07,The Cutting Edge: Going for the Gold,The Cutting Edge: Going for the Gold,The Cutting Edge Collection,110179,6079405
1561,15088,2008-03-16,The Cutting Edge: Chasing the Dream,The Cutting Edge: Chasing the Dream,The Cutting Edge Collection,110179,16347105
1562,40080,2010-03-14,The Cutting Edge: Fire & Ice,The Cutting Edge: Fire & Ice,The Cutting Edge Collection,110179,26559182
1565,452523,2009-11-24,Recon 2023: The Gauda Prime Conspiracy,Recon 2023: The Gauda Prime Conspiracy,Recon Collection,1050212,55054816
1566,59306,1995-06-01,Friend of the Family,Friend of the Family,Friend of the Family Collection,1193571,1756460
1567,112206,1996-09-13,Friend of the Family II,Friend of the Family II,Friend of the Family Collection,1193571,710822
1568,12223,1975-02-12,The Stepford Wives,The Stepford Wives,Stepford Collection,374384,2462597
1569,112703,1987-03-15,The Stepford Children,The Stepford Children,Stepford Collection,374384,12282438
1570,137533,1980-10-12,Revenge of the Stepford Wives,Revenge of the Stepford Wives,Stepford Collection,374384,15796197
1571,137540,1996-05-14,The Stepford Husbands,The Stepford Husbands,Stepford Collection,374384,15765881
1572,301901,1980-02-28,Perro callejero,Perro callejero,Perro Callejero - Colección,1068664,37044406
1573,301903,1981-04-30,Perro callejero 2,Perro callejero 2,Perro Callejero - Colección,1068664,8277762
1574,16250,2003-04-13,Love Comes Softly,Love Comes Softly,Love Comes Softly Collection,97919,2980843
1575,22488,2006-10-06,Love's Abiding Joy,Love's Abiding Joy,Love Comes Softly Collection,97919,10992573
1576,20583,2005-12-03,Love's Long Journey,Love's Long Journey,Love Comes Softly Collection,97919,10943778
1577,30975,2007-04-07,Love's Unending Legacy,Love's Unending Legacy,Love Comes Softly Collection,97919,10993005
1578,49857,2007-12-15,Love's Unfolding Dream,Love's Unfolding Dream,Love Comes Softly Collection,97919,14728039
1579,25182,2009-04-11,Love Finds A Home,Love Finds A Home,Love Comes Softly Collection,97919,21412318
1580,81450,2011-09-17,Love Begins,Love Begins,Love Comes Softly Collection,97919,481605
1581,87311,2011-02-24,Love's Everlasting Courage,Love's Everlasting Courage,Love Comes Softly Collection,97919,33281201
1582,10581,1979-05-31,Yotzim Kavua,Going Steady,Lemon Popsicle Collection,167552,52719142
1583,10582,1981-04-07,Shifshuf Naim,Hot Bubblegum,Lemon Popsicle Collection,167552,2050060
1584,10583,1982-12-11,Sapiches,Private Popsicle,Lemon Popsicle Collection,167552,453236
1585,38173,1985-05-10,Harimu Ogen,Up Your Anchor,Lemon Popsicle Collection,167552,171615
1586,10584,1987-05-21,אסקימו לימון 7: אהבה צעירה,Young Love,Lemon Popsicle Collection,167552,7668793
1587,12585,1988-08-18,Summertime Blues: Lemon Popsicle VIII,Summertime Blues,Lemon Popsicle Collection,167552,1166368
1588,31914,1983-04-01,Sababa,Private Manoeuvres,Lemon Popsicle Collection,167552,541642
1589,44300,2001-08-03,אסקימו לימון 9: החגיגה נמשכת,Lemon Popsicle 9: The Party Goes On,Lemon Popsicle Collection,167552,4718783
1590,20329,2008-02-07,Lの本当の秘密,Death Note: L Change the World,Death Note Collection,102019,15912738
1591,16007,2006-06-17,デスノート,Death Note,Death Note Collection,102019,10736919
1592,16140,2006-10-28,デスノート the Last name,Death Note: The Last Name,Death Note Collection,102019,10736919
1593,382272,2016-10-29,"デスノート, Light up the NEW world",Death Note: Light Up the NEW World,Death Note Collection,102019,39433229
1594,12550,1973-05-17,El ataque de los muertos sin ojos,Attack of the Blind Dead,The Blind Dead Collection,108170,5162132
1595,28067,1974-06-28,El buque maldito,The Ghost Galleon,The Blind Dead Collection,108170,5153217
1596,28071,1975-08-11,La noche de las gaviotas,Night of the Seagulls,The Blind Dead Collection,108170,5162174
1597,771,1990-11-16,Home Alone,Home Alone,Home Alone Collection,9888,216072
1598,772,1992-11-15,Home Alone 2: Lost in New York,Home Alone 2: Lost in New York,Home Alone Collection,9888,294998
1599,9714,1997-12-12,Home Alone 3,Home Alone 3,Home Alone Collection,9888,695249
1600,12536,2002-11-03,Home Alone 4,Home Alone 4,Home Alone Collection,9888,42199584
1601,44450,1964-12-08,"Angélique, marquise des anges",Angelique,Angelique Collection,91813,18629672
1602,22183,1966-01-31,Angélique et le Roy,Angelique and the King,Angelique Collection,91813,18332925
1603,44448,1967-01-01,Indomptable Angélique,Untamable Angelique,Angelique Collection,91813,171689
1604,44446,1968-03-13,Angélique et le Sultan,Angelique and the Sultan,Angelique Collection,91813,62248485
1605,36888,1970-10-23,Schulmädchen-Report: Was Eltern nicht für möglich halten,The School Girls,Schoolgirl Report Collection,304809,9551895
1606,36885,1972-02-17,Schulmädchen-Report 3. Teil: Was Eltern nicht mal ahnen,Schoolgirls Growing Up,Schoolgirl Report Collection,304809,271749
1607,36886,1972-09-28,Schulmädchen-Report 4. Teil: Was Eltern oft verzweifeln läßt,Campus Swingers,Schoolgirl Report Collection,304809,2420311
1608,70609,1973-04-13,Schulmädchen-Report 5. Teil: Was Eltern wirklich wissen sollten,Schoolgirl Report Part 5: What All Parents Should Know,Schoolgirl Report Collection,304809,4311667
1609,40971,1973-10-11,Schulmädchen-Report 6. Teil: Was Eltern gern vertuschen möchten,Campus Pussycats,Schoolgirl Report Collection,304809,52327872
1610,70616,1974-04-24,Schulmädchen-Report 7. Teil: Doch das Herz muß dabei sein,Teenage Playmates,Schoolgirl Report Collection,304809,3661762
1611,70628,1974-11-28,Schulmädchen-Report 8. Teil: Was Eltern nie erfahren dürfen,Naughty Co-Eds,Schoolgirl Report Collection,304809,105969
1613,70634,1976-04-02,Schulmädchen-Report 10. Teil: Irgendwann fängt jede an,Campus Teasers,Schoolgirl Report Collection,304809,160750
1614,70638,1977-03-24,Schulmädchen-Report 11. Teil: Probieren geht über Studieren,Naughty Freshmen,Schoolgirl Report Collection,304809,523032
1615,70640,1978-02-03,Schulmädchen-Report 12. Teil: Wenn das die Mammi wüßte,Carnal Campus,Schoolgirl Report Collection,304809,70986
1616,70642,1980-08-14,Schulmädchen-Report 13. Teil: Vergiß beim Sex die Liebe nicht,Making Out,Schoolgirl Report Collection,304809,240372
1617,871,1968-02-07,Planet of the Apes,Planet of the Apes,Planet of the Apes (Original) Collection,1709,18618306
1618,1685,1970-04-23,Beneath the Planet of the Apes,Beneath the Planet of the Apes,Planet of the Apes (Original) Collection,1709,152058
1619,1687,1971-05-20,Escape from the Planet of the Apes,Escape from the Planet of the Apes,Planet of the Apes (Original) Collection,1709,303928
1620,1688,1972-06-29,Conquest of the Planet of the Apes,Conquest of the Planet of the Apes,Planet of the Apes (Original) Collection,1709,657159
1621,1705,1973-06-15,Battle for the Planet of the Apes,Battle for the Planet of the Apes,Planet of the Apes (Original) Collection,1709,709860
1622,15360,1972-01-11,The Night Stalker,The Night Stalker,The Kolchak Collection,554677,13439015
1623,32021,1973-01-16,The Night Strangler,The Night Strangler,The Kolchak Collection,554677,23866633
1624,564,1999-04-16,The Mummy,The Mummy,The Mummy Collection,1733,253828
1625,1734,2001-05-04,The Mummy Returns,The Mummy Returns,The Mummy Collection,1733,957359
1626,1735,2008-07-01,The Mummy: Tomb of the Dragon Emperor,The Mummy: Tomb of the Dragon Emperor,The Mummy Collection,1733,957331
1627,42726,1966-05-27,Un homme et une femme,A Man and a Woman,A Man and a Woman Collection,702159,214312
1628,76350,1986-05-13,"Un homme et une femme, 20 ans déjà",A Man and a Woman: 20 Years Later,A Man and a Woman Collection,702159,2136164
1629,582887,2019-05-22,Les plus belles années d'une vie,The Best Years of a Life,A Man and a Woman Collection,702159,49367402
1630,36214,1996-12-14,モスラ,Rebirth of Mothra,Rebirth of Mothra Collection,171732,1338432
1631,36212,1997-12-13,モスラ2 海底の大決戦,Rebirth of Mothra II,Rebirth of Mothra Collection,171732,3368887
1632,36247,1998-12-12,モスラ 3 キングギドラ来襲,Rebirth of Mothra III,Rebirth of Mothra Collection,171732,1338396
1633,169379,1985-11-01,My American Cousin,My American Cousin,My American Cousin Collection,749278,67371
1634,14154,2008-07-29,WarGames: The Dead Code,WarGames: The Dead Code,WarGames Collection,151263,10523539
1635,83409,1996-05-27,Feeders,Feeders,Feeders Collection,605919,24979853
1636,146138,1998-02-20,Feeders 2: Slay Bells,Feeders 2: Slay Bells,Feeders Collection,605919,24979853
1637,876084,2022-06-01,Feeders 3: The Final Meal,Feeders 3: The Final Meal,Feeders Collection,605919,24979853
1638,72280,1971-01-13,La Grande Java,The Great Java,Les Charlots - Saga,188133,483488
1639,72259,1971-12-15,Les bidasses en folie,Rookies Run Amok,Les Charlots - Saga,188133,47366680
1640,62662,1974-11-11,Les bidasses s'en vont en guerre,Rookies Go to War,Les Charlots - Saga,188133,32022821
1641,78564,1980-12-17,Les Charlots contre Dracula,Les Charlots contre Dracula,Les Charlots - Saga,188133,625550
1642,62660,1972-09-22,Les fous du stade,Stadium Nuts,Les Charlots - Saga,188133,41910016
1643,47157,1974-02-13,Les quatre Charlots mousquetaires,The Four Charlots Musketeers,Les Charlots - Saga,188133,2179813
1644,56501,1975-12-17,Bons baisers de Hong Kong,From Hong Kong with Love,Les Charlots - Saga,188133,14415515
1645,72373,1983-02-02,Le Retour des bidasses en folie,Rookies Run Amok 2,Les Charlots - Saga,188133,32395353
1646,79386,1979-10-23,Les Charlots en délire,Les Charlots en délire,Les Charlots - Saga,188133,625550
1647,79387,1984-02-08,Charlots Connection,Charlots' Connection,Les Charlots - Saga,188133,625550
1648,62663,1992-06-17,Le Retour des Charlots,The Charlots Return,Les Charlots - Saga,188133,2179813
1649,79370,1978-02-01,Et vive la liberté!,Et vive la liberté!,Les Charlots - Saga,188133,1218860
1650,1678,1954-11-03,ゴジラ,Godzilla,Godzilla (Showa) Collection,374509,12004
1651,1680,1962-08-11,キングコング対ゴジラ,King Kong vs. Godzilla,Godzilla (Showa) Collection,374509,11988
1652,19545,1965-12-19,怪獣大戦争,Invasion of Astro-Monster,Godzilla (Showa) Collection,374509,570258
1653,3115,1966-12-17,ゴジラ・エビラ・モスラ　南海の大決闘,"Ebirah, Horror of the Deep",Godzilla (Showa) Collection,374509,171690
1654,18627,1967-12-16,怪獣島の決戦 ゴジラの息子,Son of Godzilla,Godzilla (Showa) Collection,374509,11993
1655,39462,1969-12-20,ゴジラ・ミニラ・ガバラ オール怪獣大進撃,All Monsters Attack,Godzilla (Showa) Collection,374509,570240
1656,39464,1971-07-24,ゴジラ対ヘドラ,Godzilla vs. Hedorah,Godzilla (Showa) Collection,374509,570231
1657,19336,1972-03-12,地球攻撃命令 ゴジラ対ガイガン,Godzilla vs. Gigan,Godzilla (Showa) Collection,374509,570227
1658,39264,1973-03-17,ゴジラ対メガロ,Godzilla vs. Megalon,Godzilla (Showa) Collection,374509,11998
1659,38582,1974-03-21,ゴジラ対メカゴジラ,Godzilla vs. Mechagodzilla,Godzilla (Showa) Collection,374509,570221
1660,19333,1975-03-15,メカゴジラの逆襲,Terror of Mechagodzilla,Godzilla (Showa) Collection,374509,12001
1661,41471,1972-01-15,子連れ狼 子を貸し腕貸しつかまつる,Lone Wolf and Cub: Sword of Vengeance,Lone Wolf and Cub Collection,102128,5670753
1662,17810,1972-04-22,子連れ狼 三途の川の乳母車,Lone Wolf and Cub: Baby Cart at the River Styx,Lone Wolf and Cub Collection,102128,5671088
1663,41486,1974-04-24,子連れ狼 地獄へ行くぞ!大五郎,Lone Wolf and Cub: White Heaven in Hell,Lone Wolf and Cub Collection,102128,5673005
1664,41482,1973-08-11,子連れ狼 冥府魔道,Lone Wolf and Cub: Baby Cart in the Land of Demons,Lone Wolf and Cub Collection,102128,5672796
1665,41477,1972-12-30,子連れ狼 親の心子の心,Lone Wolf and Cub: Baby Cart in Peril,Lone Wolf and Cub Collection,102128,5672353
1666,1694,1985-10-18,Re-Animator,Re-Animator,Re-Animator Collection,98036,1129009
1667,18111,1990-09-01,Bride of Re-Animator,Bride of Re-Animator,Re-Animator Collection,98036,1336108
1668,11429,2003-04-04,Beyond Re-Animator,Beyond Re-Animator,Re-Animator Collection,98036,1336117
1669,9902,2003-05-30,Wrong Turn,Wrong Turn,Wrong Turn Collection,52985,1380847
1670,13186,2007-08-25,Wrong Turn 2: Dead End,Wrong Turn 2: Dead End,Wrong Turn Collection,52985,5734461
1671,23823,2009-10-20,Wrong Turn 3: Left for Dead,Wrong Turn 3: Left for Dead,Wrong Turn Collection,52985,23658618
