,Wikipedia movie ID,Freebase movie ID,Movie name,Movie release date,Movie box office revenue,Movie runtime,Movie languages,Movie countries,Movie genres,Unnamed: 0,id,release_date,original_title,title,release year
41483,3524875,/m/09jdbf,Taste the Blood of Dracula,1970-05-07,0.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/03npn"": ""Horror"", ""/m/0hj3m_c"": ""Costume Horror""}",275,29748,1970-05-07,Taste the Blood of Dracula,Taste the Blood of Dracula,1970.0
41526,1763713,/m/05v0nd,Airplane II: The Sequel,1982-12-10,27150534.0,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/06n90"": ""Science Fiction"", ""/m/01hwc6"": ""Absurdism"", ""/m/01q03"": ""Cult"", ""/m/01z4y"": ""Comedy"", ""/m/01drsx"": ""Disaster"", ""/m/01xpvb7"": ""Airplanes and airports""}",143,2665,1982-12-10,Airplane II: The Sequel,Airplane II: The Sequel,1982.0
41544,877220,/m/03kysk,The Crow: City of Angels,1996-08-30,17917287.0,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",80,10546,1996-08-29,The Crow: City of Angels,The Crow: City of Angels,1996.0
41589,903383,/m/03nfnx,Shrek the Third,2007-05-06,798958162.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0bxg3"": ""Fairy tale"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/01z4y"": ""Comedy""}",8,810,2007-05-17,Shrek the Third,Shrek the Third,2007.0
41633,11094934,/m/02q_vm8,The Robot vs. The Aztec Mummy,1958,0.0,65.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/0b90_r"": ""Mexico""}","{""/m/0g092b"": ""Monster movie"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema""}",463,31243,1958-07-17,La momia azteca contra el robot humano,The Robot vs. The Aztec Mummy,1958.0
41846,12307993,/m/02rntmm,Twitches Too!,2007-10-12,0.0,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen"", ""/m/015w9s"": ""Television movie""}",46,46169,2007-10-12,Twitches Too,Twitches Too,2007.0
41852,15087473,/m/03hh00b,The Swan Princess III: The Mystery of the Enchanted Kingdom,1998,0.0,73.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/0219x_"": ""Indie"", ""/m/03k9fj"": ""Adventure""}",161,28302,1998-08-04,The Swan Princess: The Mystery of the Enchanted Kingdom,The Swan Princess: The Mystery of the Enchanted Kingdom,1998.0
41896,9618696,/m/02pm10y,The Frozen Ghost,1945-06-01,0.0,61.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror""}",369,64078,1945-06-01,The Frozen Ghost,The Frozen Ghost,1945.0
42003,1822077,/m/05zn_3,"Hi, Mom!",1970-04-27,0.0,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/0hj3nby"": ""Media Satire"", ""/m/05mrx8"": ""Political satire"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/0cshrf"": ""Political cinema"", ""/m/0vgkd"": ""Black comedy""}",400,42589,1970-04-27,"Hi, Mom!","Hi, Mom!",1970.0
42120,4241206,/m/0brs6b,Tetsuo II: Body Hammer,1992,0.0,83.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/0gw5n2f"": ""Japanese Movies""}",353,17991,1992-10-03,鉄男II BODY HAMMER,Tetsuo II: Body Hammer,1992.0
42406,1983990,/m/06bx4h,Knight Rider 2010,1994-02-13,0.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama""}",491,44829,1994-02-03,Knight Rider 2010,Knight Rider 2010,1994.0
42439,23749531,/m/06zq889,Tetsuo: The Bullet Man,2009-09-05,0.0,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/01qpc"": ""Cyberpunk"", ""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/02kdv5l"": ""Action""}",456,52034,2009-09-05,鉄男 THE BULLET MAN,Tetsuo: The Bullet Man,2009.0
42461,5257171,/m/0db5rm,Class of '44,1973-04-10,13843000.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01t_vv"": ""Comedy-drama"", ""/m/04xvlr"": ""Period piece"", ""/m/01j1n2"": ""Coming of age"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film""}",605,89545,1973-04-10,Class of '44,Class of '44,1973.0
42462,570263,/m/02r3xq,"Ghidorah, the Three-Headed Monster",1964-12-20,3237880.0,93.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/01q03"": ""Cult"", ""/m/01hmnh"": ""Fantasy"", ""/m/0h9qh"": ""Monster"", ""/m/0gw5n2f"": ""Japanese Movies""}",264,15766,1964-12-20,三大怪獣　地球最大の決戦,"Ghidorah, the Three-Headed Monster",1964.0
42526,5227029,/m/0d8vt_,The Birds II: Land's End,1994-03-14,0.0,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06vxwl5"": ""Natural horror films"", ""/m/03npn"": ""Horror""}",513,4337,1994-03-19,The Birds II: Land's End,The Birds II: Land's End,1994.0
43041,2372198,/m/0777s1,The Return of Frank James,1940,0.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/03bxz7"": ""Biographical film""}",350,43821,1940-08-10,The Return of Frank James,The Return of Frank James,1940.0
43164,600351,/m/02v63m,Scream 3,2000-02-03,161834276.0,117.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0gf28"": ""Parody"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/02n4kr"": ""Mystery"", ""/m/01z4y"": ""Comedy"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",48,4234,2000-02-04,Scream 3,Scream 3,2000.0
43183,5801352,/m/0f5kjm,Exterminator 2,1984-09-14,3739406.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action""}",529,69343,1984-09-14,Exterminator 2,Exterminator 2,1984.0
43347,2097287,/m/06lyg6,Psycho II,1983-06-03,34725000.0,113.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/01585b"": ""Slasher""}",74,10576,1983-06-03,Psycho II,Psycho II,1983.0
43580,1082656,/m/044g_k,Superman Returns,2006-06-21,391081192.0,153.0,"{""/m/064_8sq"": ""French Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",70,1452,2006-06-28,Superman Returns,Superman Returns,2006.0
43825,3316533,/m/0959db,Poltergeist III,1988-06-10,14114488.0,98.0,"{""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",295,10306,1988-06-10,Poltergeist III,Poltergeist III,1988.0
44008,805354,/m/03dbvd,Ewoks: The Battle for Endor,1985-11-24,0.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06qln"": ""Stop motion"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family""}",237,10372,1985-11-24,Ewoks: The Battle for Endor,Ewoks: The Battle for Endor,1985.0
44032,1336108,/m/04tqc2,Bride of Re-Animator,1990-09-08,0.0,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/01q03"": ""Cult"", ""/m/01z4y"": ""Comedy"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/0hj3n7f"": ""Horror Comedy""}",226,18111,1990-09-01,Bride of Re-Animator,Bride of Re-Animator,1990.0
44420,30854893,/m/08b9v0,Return of the Living Dead 3,1993-10-29,54207.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01q03"": ""Cult"", ""/m/0hj3n7f"": ""Horror Comedy"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/0qdzd"": ""B-movie"", ""/m/02b5_l"": ""Teen""}",128,28260,1993-10-01,Return of the Living Dead III,Return of the Living Dead III,1993.0
44424,20030612,/m/04yd8zv,District B13 Ultimatum,2009-02-08,14103752.0,106.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/06n90"": ""Science Fiction"", ""/m/02r5rng"": ""Parkour in popular culture"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/02kdv5l"": ""Action""}",148,15357,2009-02-18,Banlieue 13 - Ultimatum,District 13: Ultimatum,2009.0
44528,17346283,/m/043sf_n,S. Darko,2009-05-12,4100000.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/06n90"": ""Science Fiction"", ""/m/0fdjb"": ""Supernatural"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/01j1n2"": ""Coming of age"", ""/m/01hmnh"": ""Fantasy"", ""/m/02b5_l"": ""Teen""}",162,17532,2009-04-28,S. Darko,S. Darko,2009.0
44624,22461941,/m/05znjy_,Santa Baby 2,2009-12,0.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/015w9s"": ""Television movie""}",469,42673,2009-12-13,Santa Baby 2,Santa Baby 2,2009.0
44746,4823450,/m/0cpqx7,The Revenge of Frankenstein,1958,0.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0qdzd"": ""B-movie"", ""/m/0hj3n4p"": ""Gothic Film"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/0h9qh"": ""Monster"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_c"": ""Costume Horror""}",378,3127,1958-06-13,The Revenge of Frankenstein,The Revenge of Frankenstein,1958.0
44980,570258,/m/02r3w_,Invasion of Astro-Monster,1965-12-19,3000000.0,94.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/0h9qh"": ""Monster""}",136,19545,1965-12-19,怪獣大戦争,Invasion of Astro-Monster,1965.0
45036,5153217,/m/0d57b0,The Ghost Galleon,1974-09-15,0.0,85.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/06mkj"": ""Spain""}","{""/m/0jb4p32"": ""Zombie Film"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema""}",227,28067,1974-06-28,El buque maldito,The Ghost Galleon,1974.0
45748,7106195,/m/0h4dtc,Warlock: The Armageddon,1993,3902679.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/01hmnh"": ""Fantasy"", ""/m/03npn"": ""Horror"", ""/m/02b5_l"": ""Teen"", ""/m/0fdjb"": ""Supernatural""}",248,24126,1993-05-01,Warlock: The Armageddon,Warlock: The Armageddon,1993.0
45916,7639116,/m/0kvc_d,Leprechaun: Back 2 tha Hood,2003,0.0,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/0hj3n7f"": ""Horror Comedy"", ""/m/01585b"": ""Slasher""}",117,19288,2003-12-30,Leprechaun: Back 2 tha Hood,Leprechaun: Back 2 tha Hood,2003.0
46262,5812638,/m/0f6l58,Midnight Run for Your Life,1994-06-11,0.0,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/05p553"": ""Comedy film"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",708,437066,1994-07-14,Midnight Run for Your Life,Midnight Run for Your Life,1994.0
46479,34247717,/m/0hzn5wp,Anche gli angeli tirano di destro,1974-09-10,0.0,111.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/03rjj"": ""Italy""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy""}",638,41897,1974-09-10,Anche gli angeli tirano di destro,Charleston,1974.0
46585,4463477,/m/0c3vns,The Leopard,1963-03-28,0.0,205.0,"{""/m/064_8sq"": ""French Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy""}","{""/m/03g3w"": ""History"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03hn0"": ""Historical drama"", ""/m/082gq"": ""War film""}",716,86220,1963-11-15,Il mondo di notte numero 3,Ecco,1963.0
46692,7902455,/m/026jcx4,Hitman,2007-10-12,0.0,100.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language"", ""/m/0k0sb"": ""Serbian language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/01jfsb"": ""Thriller""}",641,29038,2007-09-26,The Hit,The Hit,2007.0
46796,156644,/m/014kq6,Die Another Day,2002-11-18,431900000.0,133.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02hwhyv"": ""Korean Language"", ""/m/06nm1"": ""Spanish Language"", ""/m/012w70"": ""Cantonese"", ""/m/02h40lc"": ""English Language"", ""/m/01gmkg"": ""Icelandic Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3n4h"": ""Glamorized Spy Film"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure""}",11,36669,2002-11-17,Die Another Day,Die Another Day,2002.0
46804,8446486,/m/0273q8b,Fong Sai-Yuk,1993,2967668.0,100.0,"{""/m/0459q4"": ""Standard Cantonese"", ""/m/012w70"": ""Cantonese""}","{""/m/03h64"": ""Hong Kong""}","{""/m/01jfsb"": ""Thriller"", ""/m/03q4nz"": ""World cinema"", ""/m/03g3w"": ""History"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}",223,17811,1993-07-30,方世玉續集,The Legend II,1993.0
47298,11992,/m/034xx,Godzilla vs. the Sea Monster,1966-12-17,3000000.0,83.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/01hmnh"": ""Fantasy"", ""/m/0h9qh"": ""Monster"", ""/m/0gw5n2f"": ""Japanese Movies""}",271,3115,1966-12-17,ゴジラ・エビラ・モスラ　南海の大決闘,"Ebirah, Horror of the Deep",1966.0
47308,11988,/m/034xh,King Kong vs. Godzilla,1962-08-11,12550000.0,92.0,"{""/m/07qv_"": ""Tagalog language"", ""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0g092b"": ""Monster movie"", ""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/01hmnh"": ""Fantasy"", ""/m/0h9qh"": ""Monster""}",164,1680,1962-08-11,キングコング対ゴジラ,King Kong vs. Godzilla,1962.0
47816,3303351,/m/094ff_,House of Dracula,1945-12-07,0.0,67.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film""}",323,30793,1945-12-07,House of Dracula,House of Dracula,1945.0
47996,2900798,/m/08b79b,Beyond the Poseidon Adventure,1979,0.0,114.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/01drsx"": ""Disaster"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure""}",305,31638,1979-05-18,Beyond the Poseidon Adventure,Beyond the Poseidon Adventure,1979.0
48078,7764053,/m/026c7sp,The Librarian: Return to King Solomon's Mines,2006-12-03,0.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/015w9s"": ""Television movie""}",205,14208,2006-09-09,The Librarian: Return to King Solomon's Mines,The Librarian: Return to King Solomon's Mines,2006.0
48174,1267738,/m/04nnt5,Aparajito,1956,170215.0,113.0,"{""/m/01c7y"": ""Bengali Language""}","{""/m/03rk0"": ""India""}","{""/m/0n6n298"": ""Bengali Cinema"", ""/m/02n4lw"": ""Art film"", ""/m/03q4nz"": ""World cinema"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01j1n2"": ""Coming of age"", ""/m/01chg"": ""Bollywood""}",330,897,1956-10-11,অপরাজিত,Aparajito,1956.0
48191,3746,/m/017n9,Blade Runner,1982-06-25,33139618.0,116.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/012w70"": ""Cantonese"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language"", ""/m/02ztjwg"": ""Hungarian language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03h64"": ""Hong Kong""}","{""/m/01jfsb"": ""Thriller"", ""/m/01qpc"": ""Cyberpunk"", ""/m/06n90"": ""Science Fiction"", ""/m/0279xh5"": ""Future noir"", ""/m/02m4t"": ""Existentialism"", ""/m/01q03"": ""Cult"", ""/m/07s9rl0"": ""Drama"", ""/m/02xh1"": ""Film noir"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0gw5qqq"": ""Chinese Movies"", ""/m/026ny"": ""Dystopia"", ""/m/03j0dp"": ""Neo-noir""}",570,31264,1982-12-13,Ator 2 - L'invincibile Orion,The Blade Master,1982.0
48288,2251161,/m/06z8hq,Damien: Omen II,1978-06-09,26518355.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0g9psvk"": ""Demonic child"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/01q03"": ""Cult"", ""/m/02n4kr"": ""Mystery"", ""/m/02wtdps"": ""Crime Thriller""}",95,10766,1978-06-09,Damien: Omen II,Damien: Omen II,1978.0
48396,695283,/m/033g4d,Lethal Weapon 4,1998-07-10,285444603.0,128.0,"{""/m/0459q4"": ""Standard Cantonese"", ""/m/03115z"": ""Mandarin Chinese"", ""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language"", ""/m/012w70"": ""Cantonese""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0556j8"": ""Buddy film"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/0399b7"": ""Buddy cop"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01z4y"": ""Comedy"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action""}",76,944,1998-07-10,Lethal Weapon 4,Lethal Weapon 4,1998.0
48579,2259783,/m/06zz7m,Confessions from a Holiday Camp,1977,0.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0gsy3b"": ""Sex comedy"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",511,50076,1977-08-01,Confessions from a Holiday Camp,Confessions from a Holiday Camp,1977.0
49030,5107779,/m/0d2_8m,Poison Ivy: The New Seduction,1997,0.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/02nxfrh"": ""Adult"", ""/m/01yldk"": ""Softcore Porn"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02js9"": ""Erotica""}",194,18222,1997-05-20,Poison Ivy: The New Seduction,Poison Ivy: The New Seduction,1997.0
49138,12256535,/m/02vxw8z,Wishmaster 2: Evil Never Dies,1999,0.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/0fdjb"": ""Supernatural""}",17,12594,1999-03-12,Wishmaster 2: Evil Never Dies,Wishmaster 2: Evil Never Dies,1999.0
49296,18586588,/m/04f_75x,Belles on their Toes,1952-05,2000000.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation""}",628,50549,1952-05-02,Belles on Their Toes,Belles on Their Toes,1952.0
49429,25276910,/m/09gc5rs,Return to Macon County,1975,0.0,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama""}",589,42263,1975-07-23,Return to Macon County,Return to Macon County,1975.0
49652,5651515,/m/0dy97w,Return of the Living Dead: Necropolis,2005,0.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/03npn"": ""Horror""}",279,24935,2005-10-15,Return of the Living Dead: Necropolis,Return of the Living Dead: Necropolis,2005.0
49830,427131,/m/0275q9,Pistol Opera,2001-10-27,0.0,90.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",582,37712,2001-10-27,ピストルオペラ,Pistol Opera,2001.0
49905,20163502,/m/04yg49b,Hariharnagar-2,2009-04-01,3300000.0,136.0,"{""/m/0999q"": ""Malayalam Language""}","{""/m/03rk0"": ""India""}","{""/m/01z4y"": ""Comedy""}",650,32172,2009-04-01,2 ഹരിഹർനഗർ,2 Harihar Nagar,2009.0
50015,12213607,/m/02vw2_5,Dick Tracy Meets Gruesome,1947,0.0,65.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0vjs6"": ""Detective"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/02n4kr"": ""Mystery"", ""/m/01g6gs"": ""Black-and-white"", ""/m/02kdv5l"": ""Action""}",555,70702,1947-09-26,Dick Tracy Meets Gruesome,Dick Tracy Meets Gruesome,1947.0
